SKU,Product Name,Store Description,Price (CAD),Base Price (CAD),Surcharge Price (CAD),Line/Category,Availability,Product URL,Price Type,Updated UTC
UVC-G6-Pro-Dome-W,Camera G6 Pro Dome,"All-weather vandal-proof 4K PoE+ camera with a Multi-TOPS AI engine, 2.36x optical zoom, and a large 1/1.2"" CMOS sensor for exceptional low-light clarity and long-range IR night vision.",771.00,715.00,771.00,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uvc-g6-pro-dome,Exact,2026-08-21T06:26:29+00:00
UVC-G6-Pro-Turret-B,Camera G6 Pro Turret,"All-weather tamper-resistant 4K PoE+ camera with a Multi-TOPS AI engine, 2.36x optical zoom, and a large 1/1.2"" CMOS sensor for exceptional low-light clarity and long-range IR night vision.",739.00,685.00,739.00,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uvc-g6-pro-turret,Exact,2026-08-21T06:26:29+00:00
UVC-G6-Pro-Turret-W,Camera G6 Pro Turret,"All-weather tamper-resistant 4K PoE+ camera with a Multi-TOPS AI engine, 2.36x optical zoom, and a large 1/1.2"" CMOS sensor for exceptional low-light clarity and long-range IR night vision.",739.00,685.00,739.00,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uvc-g6-pro-turret,Exact,2026-08-21T06:26:29+00:00
UVC-G6-PTZ-B,Camera G6 PTZ,"All-weather, 4K dual-lens camera with 10x hybrid zoom, 1/1.8"" 8MP image sensor, Multi-TOPS AI Engine, and ultra-low latency pan-tilt-zoom control for motion tracking.",615.00,570.00,615.00,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uvc-g6-ptz,Exact,2026-08-21T06:26:29+00:00
UVC-G6-PTZ-W,Camera G6 PTZ,"All-weather, 4K dual-lens camera with 10x hybrid zoom, 1/1.8"" 8MP image sensor, Multi-TOPS AI Engine, and ultra-low latency pan-tilt-zoom control for motion tracking.",615.00,570.00,615.00,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uvc-g6-ptz,Exact,2026-08-21T06:26:29+00:00
UACC-G6-PTZ-ICM-B,Camera G6 PTZ In-Ceiling Mount,In-ceiling mount accessory for G6 PTZ.,55.00,55.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g6-ptz-icm,Exact,2026-08-21T06:26:29+00:00
UACC-G6-PTZ-ICM-W,Camera G6 PTZ In-Ceiling Mount,In-ceiling mount accessory for G6 PTZ.,55.00,55.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g6-ptz-icm,Exact,2026-08-21T06:26:29+00:00
UVC-G6-Turret-B,Camera G6 Turret,"All-weather, tamper-resistant 4K PoE camera with a 1/1.8"" 8MP image sensor, Multi-TOPS AI Engine, and 3-axis manual adjustment for flexible installation.",307.00,285.00,307.00,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uvc-g6-turret,Exact,2026-08-21T06:26:29+00:00
UVC-G6-Turret-W,Camera G6 Turret,"All-weather, tamper-resistant 4K PoE camera with a 1/1.8"" 8MP image sensor, Multi-TOPS AI Engine, and 3-axis manual adjustment for flexible installation.",307.00,285.00,307.00,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uvc-g6-turret,Exact,2026-08-21T06:26:29+00:00
UACC-Camera-JB-B,Camera Junction Box,"Tamper-resistant junction box for UniFi Bullet, Dome, and Turret cameras that enhances mounting durability, aesthetics, and ease of maintenance.",65.00,65.00,,Physical Security,Out of Stock,https://ca.store.ui.com/ca/en/products/uacc-camera-jb,Exact,2026-08-21T06:26:29+00:00
UACC-Camera-JB-W,Camera Junction Box,"Tamper-resistant junction box for UniFi Bullet, Dome, and Turret cameras that enhances mounting durability, aesthetics, and ease of maintenance.",65.00,65.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-camera-jb,Exact,2026-08-21T06:26:29+00:00
UCK-G2-SSD,CloudKey+ SSD,"Compact UniFi Console that connects directly to the Site Manager at https://unifi.ui.com/ for powerful, multi-application site management.",383.00,355.00,383.00,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uck-g2-ssd,Exact,2026-08-21T06:26:29+00:00
UACC-AI-Pro-Dome-WS-W,Dome Camera Weather Shield,Dome camera accessory for optimal image quality and protection from the elements when installed outdoors on a wall or pole.,21.00,21.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-dome-ws,Exact,2026-08-21T06:26:29+00:00
UACC-Dome-WS-B,Dome Camera Weather Shield,Dome camera accessory for optimal image quality and protection from the elements when installed outdoors on a wall or pole.,21.00,21.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-dome-ws,Exact,2026-08-21T06:26:29+00:00
UVC-Doorbell-Lite-B,Doorbell Lite,Compact PoE video doorbell with two-way audio and versatile mounting options.,140.00,140.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uvc-doorbell-lite,Exact,2026-08-21T06:26:29+00:00
UVC-Doorbell-Lite-W,Doorbell Lite,Compact PoE video doorbell with two-way audio and versatile mounting options.,140.00,140.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uvc-doorbell-lite,Exact,2026-08-21T06:26:29+00:00
UACC-DB-GB-Plate-B,Doorbell Lite Gang Box Mounting Plate,Secure mounting plate for installing the Doorbell Lite with its flat or angled bracket options over a standard single-gang box.,27.00,27.00,,Physical Security,Out of Stock,https://ca.store.ui.com/ca/en/products/uacc-db-gb-plate,Exact,2026-08-21T06:26:29+00:00
UACC-DBL-GB-Plate-W,Doorbell Lite Gang Box Mounting Plate,Secure mounting plate for installing the Doorbell Lite with its flat or angled bracket options over a standard single-gang box.,27.00,27.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-db-gb-plate,Exact,2026-08-21T06:26:29+00:00
ENVR,Enterprise NVR,"3U NVR with (16) 2.5/3.5” drive bays, supporting up to (70) 4K cameras or (210) Full HD cameras.",2890.00,2679.00,2890.00,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/envr,Exact,2026-08-21T06:26:29+00:00
ENVR-Core,Enterprise NVR Core,"3U UniFi Protect NVR with 16-bay support for 2.5""/3.5"" HDDs/SSDs, up to (300) 4K or (500) Full HD cameras, hot-swappable power supplies and optional 16-bay storage expansion units.",7736.00,7170.00,7736.00,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/envr-core,Exact,2026-08-21T06:26:29+00:00
USL-Entry-3-US,Entry Sensor,SuperLink sensor with up to 6-year battery life for monitoring door and window open/closed status.,140.00,140.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/usl-entry,Exact,2026-08-21T06:26:29+00:00
USL-Entry-US,Entry Sensor,SuperLink sensor with up to 6-year battery life for monitoring door and window open/closed status.,55.00,55.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/usl-entry,Exact,2026-08-21T06:26:29+00:00
USL-Environmental-US,Environmental Sensor,"Battery-powered SuperLink sensor that detects water leaks, temperature, humidity, and ambient light.",70.00,70.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/usl-environmental,Exact,2026-08-21T06:26:29+00:00
UVC-G3-F-C,Flex In-Ceiling Mount,Recessed ceiling mount accessory for the G3 and G5 Flex cameras.,29.00,29.00,,Physical Security,Out of Stock,https://ca.store.ui.com/ca/en/products/uvc-g3-f-c,Exact,2026-08-21T06:26:29+00:00
UVC-G3-F-C-3,Flex In-Ceiling Mount,Recessed ceiling mount accessory for the G3 and G5 Flex cameras.,69.00,69.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uvc-g3-f-c,Exact,2026-08-21T06:26:29+00:00
UVC-G3-F-PENDANT,Flex Pendant Mount,Pendant mount accessory for G3 and G5 Flex cameras.,14.00,14.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uvc-g3-f-pendant,Exact,2026-08-21T06:26:29+00:00
UVC-G3-F-PENDANT-3,Flex Pendant Mount,Pendant mount accessory for G3 and G5 Flex cameras.,35.00,35.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uvc-g3-f-pendant,Exact,2026-08-21T06:26:29+00:00
UACC-Flex-Cam-PWM-Black,Flex Pro Mount,Versatile weatherproof wall or pole mount for G3 and G5 Flex cameras.,19.00,19.00,,Physical Security,Out of Stock,https://ca.store.ui.com/ca/en/products/uacc-flex-cam-pwm,Exact,2026-08-21T06:26:29+00:00
UACC-Flex-Cam-PWM-Black-3,Flex Pro Mount,Versatile weatherproof wall or pole mount for G3 and G5 Flex cameras.,49.00,49.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-flex-cam-pwm,Exact,2026-08-21T06:26:29+00:00
UACC-Flex-Cam-PWM-White,Flex Pro Mount,Versatile weatherproof wall or pole mount for G3 and G5 Flex cameras.,19.00,19.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-flex-cam-pwm,Exact,2026-08-21T06:26:29+00:00
UACC-Flex-Cam-PWM-White-3,Flex Pro Mount,Versatile weatherproof wall or pole mount for G3 and G5 Flex cameras.,49.00,49.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-flex-cam-pwm,Exact,2026-08-21T06:26:29+00:00
UVC-G4-IRExtender,G4 Bullet IR Enhancer,Long-range IR LED accessory for the G4 Bullet.,109.00,109.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uvc-g4-ir-extender,Exact,2026-08-21T06:26:29+00:00
UVC-G4-DB-Cover-Black,G4 Doorbell Cover,Customized encasing for the G4 Doorbell.,20.00,20.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/unifi-g4-doorbell-cover,Exact,2026-08-21T06:26:29+00:00
UVC-G4-DB-Cover-Brick,G4 Doorbell Cover,Customized encasing for the G4 Doorbell.,20.00,20.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/unifi-g4-doorbell-cover,Exact,2026-08-21T06:26:29+00:00
UVC-G4-DB-Cover-Concrete,G4 Doorbell Cover,Customized encasing for the G4 Doorbell.,20.00,20.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/unifi-g4-doorbell-cover,Exact,2026-08-21T06:26:29+00:00
UVC-G4-DB-Cover-Fabric,G4 Doorbell Cover,Customized encasing for the G4 Doorbell.,20.00,20.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/unifi-g4-doorbell-cover,Exact,2026-08-21T06:26:29+00:00
UVC-G4-DB-Cover-Silver,G4 Doorbell Cover,Customized encasing for the G4 Doorbell.,20.00,20.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/unifi-g4-doorbell-cover,Exact,2026-08-21T06:26:29+00:00
UVC-G4-DB-Cover-Wood,G4 Doorbell Cover,Customized encasing for the G4 Doorbell.,20.00,20.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/unifi-g4-doorbell-cover,Exact,2026-08-21T06:26:29+00:00
UVC-G4-Doorbell-PS-US,G4 Doorbell Power Supply,An optional power adapter for the G4 Doorbell.,39.00,39.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/unifi-g4-doorbell-power-supply,Exact,2026-08-21T06:26:29+00:00
uvc-g4-doorbell-pro,G4 Doorbell Pro,Premium UniFi doorbell with an enhanced package detection camera and integrated display.,409.00,409.00,,Physical Security,Out of Stock,https://ca.store.ui.com/ca/en/products/uvc-g4-doorbell-pro,Exact,2026-08-21T06:26:29+00:00
UACC-Adapter-DBAC-US,G4 Doorbell Pro AC Adapter,Seven-meter-long power adapter that connects the G4 Doorbell Pro to a standard AC outlet.,40.00,40.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-adapter-dbac-us,Exact,2026-08-21T06:26:29+00:00
UACC-G4-DB-Pro-Cover-Brick,G4 Doorbell Pro Cover,Customized encasing for the G4 Doorbell Pro.,39.00,39.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g4-db-pro-cover,Exact,2026-08-21T06:26:29+00:00
UACC-G4-DB-Pro-Cover-Concrete,G4 Doorbell Pro Cover,Customized encasing for the G4 Doorbell Pro.,39.00,39.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g4-db-pro-cover,Exact,2026-08-21T06:26:29+00:00
UACC-G4-DB-Pro-Cover-Silver,G4 Doorbell Pro Cover,Customized encasing for the G4 Doorbell Pro.,39.00,39.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g4-db-pro-cover,Exact,2026-08-21T06:26:29+00:00
UACC-G4-DB-Pro-Cover-White,G4 Doorbell Pro Cover,Customized encasing for the G4 Doorbell Pro.,39.00,39.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g4-db-pro-cover,Exact,2026-08-21T06:26:29+00:00
UACC-G4-DB-Pro-Cover-Wood,G4 Doorbell Pro Cover,Customized encasing for the G4 Doorbell Pro.,39.00,39.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g4-db-pro-cover,Exact,2026-08-21T06:26:29+00:00
uacc-g4-doorbell-pro-poe-gang-box,G4 Doorbell Pro PoE Gang Box Mount,"Secure, flat or angled mounting plate for installing the G4 Doorbell Pro PoE over a standard single-gang box.",50.00,50.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g4-doorbell-pro-poe-gang-box,Exact,2026-08-21T06:26:29+00:00
uvc-g4-doorbell-pro-poe-kit,G4 Doorbell Pro PoE Kit,Premium UniFi doorbell with integrated PoE and included PoE chime for plug-and-play installation.,519.00,519.00,,Physical Security,Out of Stock,https://ca.store.ui.com/ca/en/products/uvc-g4-doorbell-pro-poe-kit,Exact,2026-08-21T06:26:29+00:00
UACC-G5-Dome-Ultra-FM-B,G5 Dome Ultra Flush Mount,Dome camera mounting accessory for recessed installation into a wall or ceiling.,49.00,49.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g5-dome-ultra-fm,Exact,2026-08-21T06:26:29+00:00
UACC-G5-Dome-Ultra-FM-SB-B,G5 Dome Ultra Flush Mount,Dome camera mounting accessory for recessed installation into a wall or ceiling with a smoked bubble for enhanced discretion.,55.00,55.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g5-dome-ultra-fm-sb,Exact,2026-08-21T06:26:29+00:00
UACC-G5-Dome-Ultra-FM-SB-W,G5 Dome Ultra Flush Mount,Dome camera mounting accessory for recessed installation into a wall or ceiling with a smoked bubble for enhanced discretion.,55.00,55.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g5-dome-ultra-fm-sb,Exact,2026-08-21T06:26:29+00:00
UACC-G5-Dome-Ultra-FM-W,G5 Dome Ultra Flush Mount,Dome camera mounting accessory for recessed installation into a wall or ceiling.,49.00,49.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g5-dome-ultra-fm,Exact,2026-08-21T06:26:29+00:00
UACC-G5-Enhancer,G5 Pro Long-Range IR LED & Floodlight,Long-range IR LED and floodlight accessory for the G5 Pro.,135.00,135.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g5-enhancer,Exact,2026-08-21T06:26:29+00:00
UACC-G5-PTZ-ICM,G5 PTZ In-Ceiling Mount,In-ceiling mount accessory or smoked bubble cover for G5 PTZ.,41.00,41.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g5-ptz-icm,Exact,2026-08-21T06:26:29+00:00
UACC-G5-PTZ-ICM-SB-B,G5 PTZ In-Ceiling Mount,In-ceiling mount accessory or smoked bubble cover for G5 PTZ.,41.00,41.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g5-ptz-icm,Exact,2026-08-21T06:26:29+00:00
UACC-G5-PTZ-SM,G5 PTZ Surface Mount,Ceiling surface mount accessory for G5 PTZ.,39.00,39.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g5-ptz-sm,Exact,2026-08-21T06:26:29+00:00
UACC-G5-PTZ-SM-B,G5 PTZ Surface Mount,Ceiling surface mount accessory for G5 PTZ.,39.00,39.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g5-ptz-sm,Exact,2026-08-21T06:26:29+00:00
UACC-G6-180-FM-B,G6 180 Camera Flush Mount,G6 180 camera mounting accessory for recessed ceiling installation.,41.00,41.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g6-180-fm,Exact,2026-08-21T06:26:29+00:00
UACC-G6-180-FM-W,G6 180 Camera Flush Mount,G6 180 camera mounting accessory for recessed ceiling installation.,41.00,41.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g6-180-fm,Exact,2026-08-21T06:26:29+00:00
UACC-G6-180-PM-B,G6 180 Camera Pendant Mount,Pendant mount for suspending the G6 180 Camera from ceilings or overhead structures.,41.00,41.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g6-180-pm,Exact,2026-08-21T06:26:29+00:00
UACC-G6-180-PM-W,G6 180 Camera Pendant Mount,Pendant mount for suspending the G6 180 Camera from ceilings or overhead structures.,41.00,41.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g6-180-pm,Exact,2026-08-21T06:26:29+00:00
UACC-G6-180-Enhancer-B,G6 180 Enhancer,"Long-range IR LED, floodlight, and buzzer accessory for the G6 180 camera.",185.00,185.00,,Physical Security,Out of Stock,https://ca.store.ui.com/ca/en/products/uacc-g6-180-enhancer,Exact,2026-08-21T06:26:29+00:00
UACC-G6-180-Enhancer-W,G6 180 Enhancer,"Long-range IR LED, floodlight, and buzzer accessory for the G6 180 camera.",185.00,185.00,,Physical Security,Coming Soon,https://ca.store.ui.com/ca/en/products/uacc-g6-180-enhancer,Exact,2026-08-21T06:26:29+00:00
UACC-G6-Dome-FM-B,G6 Dome Camera Flush Mount,G6/G6 Pro/G6 Edge Dome camera mounting accessory for recessed installation into a wall or ceiling.,55.00,55.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g6-dome-fm,Exact,2026-08-21T06:26:29+00:00
UACC-G6-Dome-FM-W,G6 Dome Camera Flush Mount,G6/G6 Pro/G6 Edge Dome camera mounting accessory for recessed installation into a wall or ceiling.,55.00,55.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g6-dome-fm,Exact,2026-08-21T06:26:29+00:00
UACC-G6-Dome-FMS-B,G6 Dome Camera Flush Mount,G6 Dome camera mounting accessory for recessed installation into a wall or ceiling.,55.00,55.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g6-dome-fms,Exact,2026-08-21T06:26:29+00:00
UACC-G6-Dome-FMS-W,G6 Dome Camera Flush Mount,G6 Dome camera mounting accessory for recessed installation into a wall or ceiling.,55.00,55.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g6-dome-fms,Exact,2026-08-21T06:26:29+00:00
UACC-G6-Dome-WS-B,G6 Dome Camera Weather Shield,G6 Dome camera accessory for optimal image quality and protection from the elements when installed outdoors on a wall or pole.,41.00,41.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g6-dome-ws,Exact,2026-08-21T06:26:29+00:00
UACC-G6-Dome-WS-W,G6 Dome Camera Weather Shield,G6 Dome camera accessory for optimal image quality and protection from the elements when installed outdoors on a wall or pole.,41.00,41.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g6-dome-ws,Exact,2026-08-21T06:26:29+00:00
UACC-G6-Pro-360-FM-B,G6 Pro 360 Flush Mount,G6 Pro 360 camera mounting accessory for recessed installation into a wall or ceiling.,55.00,55.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g6-pro-360-fm,Exact,2026-08-21T06:26:29+00:00
UACC-G6-Pro-360-FM-W,G6 Pro 360 Flush Mount,G6 Pro 360 camera mounting accessory for recessed installation into a wall or ceiling.,55.00,55.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g6-pro-360-fm,Exact,2026-08-21T06:26:29+00:00
UACC-G5-PTZ-CA,G6/G5 PTZ Conduit Adapter,"3/4"" conduit adapter for wall-mounted G6/G5 PTZ installations.",39.00,39.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g5-ptz-ca,Exact,2026-08-21T06:26:29+00:00
UACC-G5-PTZ-CA-B,G6/G5 PTZ Conduit Adapter,"3/4"" conduit adapter for wall-mounted G6/G5 PTZ installations.",39.00,39.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g5-ptz-ca,Exact,2026-08-21T06:26:29+00:00
UACC-G5-PTZ-CM,G6/G5 PTZ Corner Mount,Corner mount accessory for G6/G5 PTZ.,27.00,27.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g5-ptz-cm,Exact,2026-08-21T06:26:29+00:00
UACC-G5-PTZ-CM-B,G6/G5 PTZ Corner Mount,Corner mount accessory for G6/G5 PTZ.,27.00,27.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g5-ptz-cm,Exact,2026-08-21T06:26:29+00:00
UACC-G5-PTZ-PM,G6/G5 PTZ Pendant Mount,Pendant mount accessory for G6/G5 PTZ.,21.00,21.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g5-ptz-pm,Exact,2026-08-21T06:26:29+00:00
UACC-G5-PTZ-PM-B,G6/G5 PTZ Pendant Mount,Pendant mount accessory for G6/G5 PTZ.,21.00,21.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-g5-ptz-pm,Exact,2026-08-21T06:26:29+00:00
UACC-GB-Plate-B,Gang Box Mounting Plate,A mounting plate designed to interface UniFi Protect cameras with multiple types of Gang Boxes and Junction Boxes.,55.00,55.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-gb-plate,Exact,2026-08-21T06:26:29+00:00
UACC-GB-Plate-W,Gang Box Mounting Plate,A mounting plate designed to interface UniFi Protect cameras with multiple types of Gang Boxes and Junction Boxes.,55.00,55.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-gb-plate,Exact,2026-08-21T06:26:29+00:00
USL-GlassBreak-US,Glass Break Sensor,Battery-powered SuperLink sensor featuring advanced glass break detection and motion sensing.,85.00,85.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/usl-glassbreak,Exact,2026-08-21T06:26:29+00:00
USL-Motion-3-US,Motion Sensor,"SuperLink motion sensor designed for versatile installation, delivering up to 6 years of battery life.",185.00,185.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/usl-motion,Exact,2026-08-21T06:26:29+00:00
USL-Motion-US,Motion Sensor,"SuperLink motion sensor designed for versatile installation, delivering up to 6 years of battery life.",70.00,70.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/usl-motion,Exact,2026-08-21T06:26:29+00:00
UNVR,Network Video Recorder,"A video recorder with (4) 2.5/3.5"" HDD bays that can support up to 30 days of storage for (18) 4K cameras or (60) Full HD cameras.",430.00,399.00,430.00,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/unvr,Exact,2026-08-21T06:26:29+00:00
UNVR-G2,Network Video Recorder G2,"1U UniFi Protect NVR with built-in AI event analytics, HDMI output, four 2.5”/3.5” HDD bays, and support for up to (30) 4K or (60) Full HD cameras.",1084.00,1005.00,1084.00,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/unvr-g2,Exact,2026-08-21T06:26:29+00:00
UNVR-G2-Pro,Network Video Recorder G2 Pro,"2U UniFi Protect NVR with built-in AI event analytics, HDMI output, eight 2.5”/3.5” HDD bays, and support for up to (50) 4K or (100) Full HD cameras.",1548.00,1435.00,1548.00,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/unvr-g2-pro,Exact,2026-08-21T06:26:29+00:00
UNVR-Instant-US,Network Video Recorder Instant,"Compact UniFi Protect NVR with 3.5"" HDD support, featuring an integrated 6-port PoE switch, integrated HDMI View Port, and a capacity for (6) 4K camera or (15) Full HD cameras.",285.00,285.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/unvr-instant,Exact,2026-08-21T06:26:29+00:00
UNVR-Instant-Kit-US,Network Video Recorder Instant Kit,"Compact UniFi Protect NVR Kit, includes (1) UniFi Protect NVR Instant with (4) G5 Turret Ultra cameras and (1) 1TB HDD, delivering an all-in-one solution for fast and effortless setup.",959.00,959.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/unvr-instant-kit,Exact,2026-08-21T06:26:29+00:00
UNVR-Pro,Network Video Recorder Pro,"A 2U-sized video recorder with (7) 2.5/3.5"" HDD bays that can provide up to 60 days of storage for (24) 4K cameras or (70) Full HD cameras.",721.00,669.00,721.00,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/unvr-pro,Exact,2026-08-21T06:26:29+00:00
UACC-Chime-PoE,PoE Smart Chime,"PoE plug-and-play notification device, designed to pair with a UniFi doorbell or door access hub.",105.00,105.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-chime-poe,Exact,2026-08-21T06:26:29+00:00
UACC-Adapter-PoE-USBC,PoE to USB-C Adapter,"Versatile adapter that provides power and connectivity to USB-C devices, including compatible Protect WiFi cameras.",65.00,65.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-adapter-poe-usbc,Exact,2026-08-21T06:26:29+00:00
UACC-Pro-Bullet-Enhancer-B,Pro Bullet Enhancer,"Long-range IR LED, floodlight, and radar detection accessory for the G6 Pro Bullet and AI Pro.",239.00,239.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-pro-bullet-enhancer,Exact,2026-08-21T06:26:29+00:00
UACC-Pro-Bullet-Enhancer-W,Pro Bullet Enhancer,"Long-range IR LED, floodlight, and radar detection accessory for the G6 Pro Bullet and AI Pro.",239.00,239.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/uacc-pro-bullet-enhancer,Exact,2026-08-21T06:26:29+00:00
UP-AlarmHub-Kit,Protect Alarm Hub Kit,32 input zone alarm control hub for hardwire intrusion sensors powered using PoE++ input and optional battery backup.,615.00,570.00,615.00,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/up-alarmhub-kit,Exact,2026-08-21T06:26:29+00:00
UP-Sense,Protect All-In-One Sensor,"A battery-powered smart sensor capable of detecting motion, lighting, and environmental changes.",79.00,79.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/up-sense,Exact,2026-08-21T06:26:29+00:00
UP-Sense-3,Protect All-In-One Sensor,"A battery-powered smart sensor capable of detecting motion, lighting, and environmental changes.",229.00,229.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/up-sense,Exact,2026-08-21T06:26:29+00:00
UP-FloodLight,Protect Floodlight,"Bright, motion-triggered light.",135.00,135.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/up-floodlight,Exact,2026-08-21T06:26:29+00:00
USL-Relay-US,Protect Relay,Compact SuperLink relay designed with I/O interfaces for seamless integration with third-party sensors and signaling devices.,55.00,55.00,,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/usl-relay,Exact,2026-08-21T06:26:29+00:00
UP-Viewport,Protect Viewport,Easy-to-use hub for viewing Protect camera feeds on an HDMI display.,290.00,269.00,290.00,Physical Security,In Stock,https://ca.store.ui.com/ca/en/products/ufp-viewport,Exact,2026-08-21T06:26:29+00:00
USL-Entry-R-US,Recessed Entry Sensor,"SuperLink sensor for monitoring door open/closed status, supporting recessed installation with up to 3 years of battery life.",55.00,55.00,,Physical Security,Coming Soon,https://ca.store.ui.com/ca/en/products/usl-entry-r,Exact,2026-08-21T06:26:29+00:00
